Date,Location,NewCases,NewDeaths,NewRecovered,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,Island,Time Zone
2021-08-20,Nusa Tenggara Timur,491,11,1208,56014,1086,48365,6563,Nusa Tenggara,UTC+08:00
2021-08-20,Papua,136,0,61,31029,500,18677,11852,Papua,UTC+09:00
2021-08-20,Papua Barat,53,0,117,21805,328,19906,1571,Papua,UTC+09:00
2021-08-20,Riau,764,30,1189,118391,3395,105261,9735,Sumatera,UTC+07:00
2021-08-20,Sulawesi Barat,89,4,108,10934,246,9054,1634,Sulawesi,UTC+08:00
2021-08-20,Sulawesi Selatan,685,21,1055,100474,1824,87376,11274,Sulawesi,UTC+08:00
2021-08-20,Sulawesi Tengah,595,17,841,38346,1170,27614,9562,Sulawesi,UTC+08:00
2021-08-20,Sulawesi Tenggara,62,5,116,19064,464,16139,2461,Sulawesi,UTC+08:00
2021-08-20,Sulawesi Utara,231,2,449,30624,885,24430,5309,Sulawesi,UTC+08:00
2021-08-20,Sumatera Barat,389,17,682,83419,1872,72426,9121,Sumatera,UTC+07:00
2021-08-20,Sumatera Selatan,263,24,469,56114,2698,47030,6386,Sumatera,UTC+07:00
2021-08-20,Sumatera Utara,1481,20,1312,86881,2060,57757,27064,Sumatera,UTC+07:00
2021-08-21,Aceh,382,29,256,29743,1274,22240,6229,Sumatera,UTC+07:00
2021-08-21,Bali,849,57,1197,101557,3063,88296,10198,Nusa Tenggara,UTC+08:00
2021-08-21,Banten,374,6,152,126692,2556,117092,7044,Jawa,UTC+07:00
2021-08-21,Bengkulu,71,17,103,21872,391,18066,3415,Sumatera,UTC+07:00
2021-08-21,DKI Jakarta,891,13,912,845232,13173,823424,8635,Jawa,UTC+07:00
2021-08-21,Daerah Istimewa Yogyakarta,930,29,2541,143825,4537,120771,18517,Jawa,UTC+07:00
2021-08-21,Gorontalo,47,9,120,10724,380,8972,1372,Sulawesi,UTC+08:00
2021-08-21,Jambi,321,4,131,26729,606,21701,4422,Sumatera,UTC+07:00
2021-08-21,Jawa Barat,1748,343,1880,667909,12404,603456,52049,Jawa,UTC+07:00
2021-08-21,Jawa Tengah,1244,315,1552,461346,27388,404365,29593,Jawa,UTC+07:00
2021-08-21,Jawa Timur,2122,202,3362,371066,26549,320307,24210,Jawa,UTC+07:00
2021-08-21,Kalimantan Barat,265,42,527,33637,877,30205,2555,Kalimantan,UTC+07:00
2021-08-21,Kalimantan Selatan,705,27,631,62516,1952,49344,11220,Kalimantan,UTC+08:00
2021-08-21,Kalimantan Tengah,179,5,354,41600,1228,35151,5221,Kalimantan,UTC+07:00
2021-08-21,Kalimantan Timur,657,37,1222,145112,4796,128888,11428,Kalimantan,UTC+08:00
2021-08-21,Kalimantan Utara,241,5,383,29891,615,22712,6564,Kalimantan,UTC+08:00
2021-08-21,Kepulauan Bangka Belitung,393,13,483,44080,1084,38004,4992,Sumatera,UTC+07:00
2021-08-21,Kepulauan Riau,203,14,234,51296,1558,47540,2198,Sumatera,UTC+07:00
2021-08-21,Lampung,319,18,441,44460,3209,35607,5644,Sumatera,UTC+07:00
2021-08-21,Maluku,11,3,98,14205,245,11972,1988,Maluku,UTC+09:00
2021-08-21,Maluku Utara,35,4,66,11379,283,10019,1077,Maluku,UTC+09:00
2021-08-21,Nusa Tenggara Barat,134,4,171,24406,666,22146,1594,Nusa Tenggara,UTC+08:00
2021-08-21,Nusa Tenggara Timur,377,8,597,56391,1094,48962,6335,Nusa Tenggara,UTC+08:00
2021-08-21,Papua,187,3,49,31216,503,18726,11987,Papua,UTC+09:00
2021-08-21,Papua Barat,22,4,379,21827,332,20285,1210,Papua,UTC+09:00
2021-08-21,Riau,610,43,1117,119001,3438,106378,9185,Sumatera,UTC+07:00
2021-08-21,Sulawesi Barat,109,9,121,11043,255,9175,1613,Sulawesi,UTC+08:00
2021-08-21,Sulawesi Selatan,551,21,972,101025,1845,88348,10832,Sulawesi,UTC+08:00
2021-08-21,Sulawesi Tengah,546,29,577,38892,1199,28191,9502,Sulawesi,UTC+08:00
2021-08-21,Sulawesi Tenggara,58,1,160,19122,465,16299,2358,Sulawesi,UTC+08:00
2021-08-21,Sulawesi Utara,215,5,375,30839,890,24805,5144,Sulawesi,UTC+08:00
2021-08-21,Sumatera Barat,532,11,734,83951,1883,73160,8908,Sumatera,UTC+07:00
2021-08-21,Sumatera Selatan,236,16,467,56350,2714,47497,6139,Sumatera,UTC+07:00
2021-08-21,Sumatera Utara,1189,39,832,88070,2099,58589,27382,Sumatera,UTC+07:00
2021-08-22,Aceh,334,24,178,30077,1298,22418,6361,Sumatera,UTC+07:00
2021-08-22,Bali,583,52,1055,102140,3115,89351,9674,Nusa Tenggara,UTC+08:00
2021-08-22,Banten,214,2,862,126906,2558,117954,6394,Jawa,UTC+07:00
2021-08-22,Bengkulu,113,0,189,21985,391,18255,3339,Sumatera,UTC+07:00
2021-08-22,DKI Jakarta,702,28,899,845934,13201,824323,8410,Jawa,UTC+07:00
2021-08-22,Daerah Istimewa Yogyakarta,783,39,1125,144608,4576,121896,18136,Jawa,UTC+07:00
2021-08-22,Gorontalo,87,6,177,10811,386,9149,1276,Sulawesi,UTC+08:00
2021-08-22,Jambi,198,10,592,26927,616,22293,4018,Sumatera,UTC+07:00
2021-08-22,Jawa Barat,1192,61,1827,669101,12465,605283,51353,Jawa,UTC+07:00
2021-08-22,Jawa Tengah,820,317,1385,462166,27705,405750,28711,Jawa,UTC+07:00
2021-08-22,Jawa Timur,1301,203,2686,372367,26752,322993,22622,Jawa,UTC+07:00
2021-08-22,Kalimantan Barat,245,13,625,33882,890,30830,2162,Kalimantan,UTC+07:00
2021-08-22,Kalimantan Selatan,410,28,681,62926,1980,50025,10921,Kalimantan,UTC+08:00
2021-08-22,Kalimantan Tengah,290,5,238,41890,1233,35389,5268,Kalimantan,UTC+07:00
2021-08-22,Kalimantan Timur,599,26,1731,145711,4822,130619,10270,Kalimantan,UTC+08:00
2021-08-22,Kalimantan Utara,183,9,458,30074,624,23170,6280,Kalimantan,UTC+08:00
2021-08-22,Kepulauan Bangka Belitung,301,14,443,44381,1098,38447,4836,Sumatera,UTC+07:00
2021-08-22,Kepulauan Riau,19,7,247,51315,1565,47787,1963,Sumatera,UTC+07:00
2021-08-22,Lampung,243,54,417,44703,3263,36024,5416,Sumatera,UTC+07:00
2021-08-22,Maluku,7,0,150,14212,245,12122,1845,Maluku,UTC+09:00
2021-08-22,Maluku Utara,16,3,136,11395,286,10155,954,Maluku,UTC+09:00
2021-08-22,Nusa Tenggara Barat,195,4,249,24601,670,22395,1536,Nusa Tenggara,UTC+08:00
2021-08-22,Nusa Tenggara Timur,295,9,621,56686,1103,49583,6000,Nusa Tenggara,UTC+08:00
2021-08-22,Papua,74,0,59,31290,503,18785,12002,Papua,UTC+09:00
2021-08-22,Papua Barat,9,2,336,21836,334,20621,881,Papua,UTC+09:00
2021-08-22,Riau,568,29,670,119569,3467,107048,9054,Sumatera,UTC+07:00
2021-08-22,Sulawesi Barat,83,3,104,11126,258,9279,1589,Sulawesi,UTC+08:00
2021-08-22,Sulawesi Selatan,411,20,1222,101436,1865,89570,10001,Sulawesi,UTC+08:00
2021-08-22,Sulawesi Tengah,318,21,754,39210,1220,28945,9045,Sulawesi,UTC+08:00
2021-08-22,Sulawesi Tenggara,53,2,124,19175,467,16423,2285,Sulawesi,UTC+08:00
2021-08-22,Sulawesi Utara,253,4,514,31092,894,25319,4879,Sulawesi,UTC+08:00
2021-08-22,Sumatera Barat,330,4,1608,84281,1887,74768,7626,Sumatera,UTC+07:00
2021-08-22,Sumatera Selatan,175,21,878,56525,2735,48375,5415,Sumatera,UTC+07:00
2021-08-22,Sumatera Utara,1002,19,1031,89072,2118,59620,27334,Sumatera,UTC+07:00
2021-08-23,Aceh,229,22,287,30306,1320,22705,6281,Sumatera,UTC+07:00
2021-08-23,Bali,434,66,1012,102574,3181,90363,9030,Nusa Tenggara,UTC+08:00
2021-08-23,Banten,124,10,960,127030,2568,118914,5548,Jawa,UTC+07:00
2021-08-23,Bengkulu,55,5,442,22040,396,18697,2947,Sumatera,UTC+07:00
2021-08-23,DKI Jakarta,485,20,640,846419,13221,824963,8235,Jawa,UTC+07:00
2021-08-23,Daerah Istimewa Yogyakarta,507,39,1554,145115,4615,123450,17050,Jawa,UTC+07:00
2021-08-23,Gorontalo,39,4,62,10850,390,9211,1249,Sulawesi,UTC+08:00
2021-08-23,Jambi,62,13,274,26989,629,22567,3793,Sumatera,UTC+07:00
2021-08-23,Jawa Barat,1483,37,1602,670584,12502,606885,51197,Jawa,UTC+07:00
2021-08-23,Jawa Tengah,798,96,985,462964,27801,406735,28428,Jawa,UTC+07:00
2021-08-23,Jawa Timur,1073,188,3282,373440,26940,326275,20225,Jawa,UTC+07:00
2021-08-23,Kalimantan Barat,182,12,418,34064,902,31248,1914,Kalimantan,UTC+07:00
2021-08-23,Kalimantan Selatan,297,13,818,63223,1993,50843,10387,Kalimantan,UTC+08:00
2021-08-23,Kalimantan Tengah,179,16,504,42069,1249,35893,4927,Kalimantan,UTC+07:00
2021-08-23,Kalimantan Timur,487,29,940,146198,4851,131559,9788,Kalimantan,UTC+08:00
2021-08-23,Kalimantan Utara,181,10,554,30255,634,23724,5897,Kalimantan,UTC+08:00
2021-08-23,Kepulauan Bangka Belitung,191,19,519,44572,1117,38966,4489,Sumatera,UTC+07:00
2021-08-23,Kepulauan Riau,82,7,182,51397,1572,47969,1856,Sumatera,UTC+07:00
2021-08-23,Lampung,244,57,353,44947,3320,36377,5250,Sumatera,UTC+07:00
2021-08-23,Maluku,10,0,344,14222,245,12466,1511,Maluku,UTC+09:00
2021-08-23,Maluku Utara,73,5,146,11468,291,10301,876,Maluku,UTC+09:00
2021-08-23,Nusa Tenggara Barat,155,11,227,24756,681,22622,1453,Nusa Tenggara,UTC+08:00
2021-08-23,Nusa Tenggara Timur,223,12,837,56909,1115,50420,5374,Nusa Tenggara,UTC+08:00
2021-08-23,Papua,101,0,74,31391,503,18859,12029,Papua,UTC+09:00
2021-08-23,Papua Barat,23,1,131,21859,335,20752,772,Papua,UTC+09:00
2021-08-23,Riau,355,30,1033,119924,3497,108081,8346,Sumatera,UTC+07:00
2021-08-23,Sulawesi Barat,14,6,110,11140,264,9389,1487,Sulawesi,UTC+08:00
2021-08-23,Sulawesi Selatan,179,20,1180,101615,1885,90750,8980,Sulawesi,UTC+08:00
2021-08-23,Sulawesi Tengah,331,15,629,39541,1235,29574,8732,Sulawesi,UTC+08:00
2021-08-23,Sulawesi Tenggara,70,3,73,19245,470,16496,2279,Sulawesi,UTC+08:00
2021-08-23,Sulawesi Utara,58,7,765,31150,901,26084,4165,Sulawesi,UTC+08:00
2021-08-23,Sumatera Barat,80,19,650,84361,1906,75418,7037,Sumatera,UTC+07:00
2021-08-23,Sumatera Selatan,277,23,697,56802,2758,49072,4972,Sumatera,UTC+07:00
2021-08-23,Sumatera Utara,514,22,2210,89586,2140,61830,25616,Sumatera,UTC+07:00
2021-08-24,Aceh,354,13,337,30660,1333,23042,6285,Sumatera,UTC+07:00
2021-08-24,Bali,934,44,968,103508,3225,91331,8952,Nusa Tenggara,UTC+08:00
2021-08-24,Banten,360,9,320,127390,2577,119234,5579,Jawa,UTC+07:00
2021-08-24,Bengkulu,38,3,287,22078,399,18984,2695,Sumatera,UTC+07:00
2021-08-24,DKI Jakarta,484,10,526,846903,13231,825489,8183,Jawa,UTC+07:00
2021-08-24,Daerah Istimewa Yogyakarta,748,39,1723,145863,4654,125173,16036,Jawa,UTC+07:00
2021-08-24,Gorontalo,62,2,149,10912,392,9360,1160,Sulawesi,UTC+08:00
2021-08-24,Jambi,159,5,347,27148,634,22914,3600,Sumatera,UTC+07:00
2021-08-24,Jawa Barat,5254,314,14232,675838,12816,621117,41905,Jawa,UTC+07:00
2021-08-24,Jawa Tengah,1246,116,940,464210,27917,407675,28618,Jawa,UTC+07:00
2021-08-24,Jawa Timur,1700,184,3315,375140,27124,329590,18426,Jawa,UTC+07:00
2021-08-24,Kalimantan Barat,283,12,503,34347,914,31751,1682,Kalimantan,UTC+07:00
2021-08-24,Kalimantan Selatan,519,14,527,63742,2007,51370,10365,Kalimantan,UTC+08:00
2021-08-24,Kalimantan Tengah,227,9,202,42296,1258,36095,4943,Kalimantan,UTC+07:00
2021-08-24,Kalimantan Timur,791,38,1089,146989,4889,132648,9452,Kalimantan,UTC+08:00
2021-08-24,Kalimantan Utara,242,12,382,30497,646,24106,5745,Kalimantan,UTC+08:00
2021-08-24,Kepulauan Bangka Belitung,469,15,339,45041,1132,39305,4604,Sumatera,UTC+07:00
2021-08-24,Kepulauan Riau,120,6,198,51517,1578,48167,1772,Sumatera,UTC+07:00
2021-08-24,Lampung,229,38,417,45176,3358,36794,5024,Sumatera,UTC+07:00
2021-08-24,Maluku,10,4,330,14232,249,12796,1187,Maluku,UTC+09:00
2021-08-24,Maluku Utara,49,0,54,11517,291,10355,871,Maluku,UTC+09:00
2021-08-24,Nusa Tenggara Barat,198,9,219,24954,690,22841,1423,Nusa Tenggara,UTC+08:00
2021-08-24,Nusa Tenggara Timur,585,11,917,57494,1126,51337,5031,Nusa Tenggara,UTC+08:00
2021-08-24,Papua,152,1,48,31543,504,18907,12132,Papua,UTC+09:00
2021-08-24,Papua Barat,42,1,262,21901,336,21014,551,Papua,UTC+09:00
2021-08-24,Riau,563,25,995,120487,3522,109076,7889,Sumatera,UTC+07:00
2021-08-24,Sulawesi Barat,103,11,157,11243,275,9546,1422,Sulawesi,UTC+08:00
2021-08-24,Sulawesi Selatan,550,11,995,102165,1896,91745,8524,Sulawesi,UTC+08:00
2021-08-24,Sulawesi Tengah,573,15,966,40114,1250,30540,8324,Sulawesi,UTC+08:00
2021-08-24,Sulawesi Tenggara,84,2,125,19329,472,16621,2236,Sulawesi,UTC+08:00
2021-08-24,Sulawesi Utara,183,3,461,31333,904,26545,3884,Sulawesi,UTC+08:00
2021-08-24,Sumatera Barat,391,11,424,84752,1917,75842,6993,Sumatera,UTC+07:00
2021-08-24,Sumatera Selatan,273,23,523,57075,2781,49595,4699,Sumatera,UTC+07:00
2021-08-24,Sumatera Utara,1135,35,1943,90721,2175,63773,24773,Sumatera,UTC+07:00
2021-08-25,Aceh,368,19,253,31028,1352,23295,6381,Sumatera,UTC+07:00
2021-08-25,Bali,746,45,838,104254,3270,92169,8815,Nusa Tenggara,UTC+08:00
2021-08-25,Banten,355,8,535,127745,2585,119769,5391,Jawa,UTC+07:00
2021-08-25,Bengkulu,75,5,204,22153,404,19188,2561,Sumatera,UTC+07:00
2021-08-25,DKI Jakarta,789,9,723,847692,13240,826212,8240,Jawa,UTC+07:00
2021-08-25,Daerah Istimewa Yogyakarta,873,39,1207,146736,4693,126380,15663,Jawa,UTC+07:00
2021-08-25,Gorontalo,48,4,163,10960,396,9523,1041,Sulawesi,UTC+08:00
2021-08-25,Jambi,274,14,223,27422,648,23137,3637,Sumatera,UTC+07:00
2021-08-25,Jawa Barat,5463,270,13478,681301,13086,634595,33620,Jawa,UTC+07:00
2021-08-25,Jawa Tengah,817,102,1521,465027,28019,409196,27812,Jawa,UTC+07:00
2021-08-25,Jawa Timur,1619,200,2693,376759,27324,332283,17152,Jawa,UTC+07:00
2021-08-25,Kalimantan Barat,339,7,513,34686,921,32264,1501,Kalimantan,UTC+07:00
2021-08-25,Kalimantan Selatan,466,49,678,64208,2056,52048,10104,Kalimantan,UTC+08:00
2021-08-25,Kalimantan Tengah,186,3,327,42482,1261,36422,4799,Kalimantan,UTC+07:00
2021-08-25,Kalimantan Timur,865,40,1201,147854,4929,133849,9076,Kalimantan,UTC+08:00
2021-08-25,Kalimantan Utara,284,6,702,30781,652,24808,5321,Kalimantan,UTC+08:00
2021-08-25,Kepulauan Bangka Belitung,388,22,408,45429,1154,39713,4562,Sumatera,UTC+07:00
2021-08-25,Kepulauan Riau,85,10,253,51602,1588,48420,1594,Sumatera,UTC+07:00
2021-08-25,Lampung,289,19,329,45465,3377,37123,4965,Sumatera,UTC+07:00
2021-08-25,Maluku,33,0,247,14265,249,13043,973,Maluku,UTC+09:00
2021-08-25,Maluku Utara,44,1,86,11561,292,10441,828,Maluku,UTC+09:00
2021-08-25,Nusa Tenggara Barat,202,8,244,25156,698,23085,1373,Nusa Tenggara,UTC+08:00
2021-08-25,Nusa Tenggara Timur,365,2,587,57859,1128,51924,4807,Nusa Tenggara,UTC+08:00
2021-08-25,Papua,114,1,42,31657,505,18949,12203,Papua,UTC+09:00
2021-08-25,Papua Barat,55,2,120,21956,338,21134,484,Papua,UTC+09:00
2021-08-25,Riau,509,31,878,120996,3553,109954,7489,Sumatera,UTC+07:00
2021-08-25,Sulawesi Barat,44,6,130,11287,281,9676,1330,Sulawesi,UTC+08:00
2021-08-25,Sulawesi Selatan,565,32,638,102730,1928,92383,8419,Sulawesi,UTC+08:00
2021-08-25,Sulawesi Tengah,503,20,975,40617,1270,31515,7832,Sulawesi,UTC+08:00
2021-08-25,Sulawesi Tenggara,102,4,137,19431,476,16758,2197,Sulawesi,UTC+08:00
2021-08-25,Sulawesi Utara,243,2,420,31576,906,26965,3705,Sulawesi,UTC+08:00
2021-08-25,Sumatera Barat,380,14,492,85132,1931,76334,6867,Sumatera,UTC+07:00
2021-08-25,Sumatera Selatan,167,19,395,57242,2800,49990,4452,Sumatera,UTC+07:00
2021-08-25,Sumatera Utara,1020,28,2014,91741,2203,65787,23751,Sumatera,UTC+07:00
2021-08-26,Aceh,361,17,181,31389,1369,23476,6544,Sumatera,UTC+07:00
2021-08-26,Bali,565,51,950,104819,3321,93119,8379,Nusa Tenggara,UTC+08:00
2021-08-26,Banten,239,7,910,127984,2592,120679,4713,Jawa,UTC+07:00
2021-08-26,Bengkulu,91,1,312,22244,405,19500,2339,Sumatera,UTC+07:00
2021-08-26,DKI Jakarta,574,10,1029,848266,13250,827241,7775,Jawa,UTC+07:00
2021-08-26,Daerah Istimewa Yogyakarta,795,15,1383,147531,4708,127763,15060,Jawa,UTC+07:00
2021-08-26,Gorontalo,60,5,70,11020,401,9593,1026,Sulawesi,UTC+08:00
2021-08-26,Jambi,161,11,634,27583,659,23771,3153,Sumatera,UTC+07:00
2021-08-26,Jawa Barat,5059,235,10496,686360,13321,645091,27948,Jawa,UTC+07:00
2021-08-26,Jawa Tengah,812,76,1208,465839,28095,410404,27340,Jawa,UTC+07:00
2021-08-26,Jawa Timur,1354,148,2628,378113,27472,334911,15730,Jawa,UTC+07:00
2021-08-26,Kalimantan Barat,317,13,414,35003,934,32678,1391,Kalimantan,UTC+07:00
2021-08-26,Kalimantan Selatan,473,24,968,64681,2080,53016,9585,Kalimantan,UTC+08:00
2021-08-26,Kalimantan Tengah,168,5,382,42650,1266,36804,4580,Kalimantan,UTC+07:00
2021-08-26,Kalimantan Timur,637,36,888,148491,4965,134737,8789,Kalimantan,UTC+08:00
2021-08-26,Kalimantan Utara,208,1,204,30989,653,25012,5324,Kalimantan,UTC+08:00
2021-08-26,Kepulauan Bangka Belitung,345,14,333,45774,1168,40046,4560,Sumatera,UTC+07:00
2021-08-26,Kepulauan Riau,136,6,175,51738,1594,48595,1549,Sumatera,UTC+07:00
2021-08-26,Lampung,204,32,324,45669,3409,37447,4813,Sumatera,UTC+07:00
2021-08-26,Maluku,8,0,209,14273,249,13252,772,Maluku,UTC+09:00
2021-08-26,Maluku Utara,55,3,181,11616,295,10622,699,Maluku,UTC+09:00
2021-08-26,Nusa Tenggara Barat,143,1,229,25299,699,23314,1286,Nusa Tenggara,UTC+08:00
2021-08-26,Nusa Tenggara Timur,383,1,428,58242,1129,52352,4761,Nusa Tenggara,UTC+08:00
2021-08-26,Papua,148,0,36,31805,505,18985,12315,Papua,UTC+09:00
2021-08-26,Papua Barat,136,2,117,22092,340,21251,501,Papua,UTC+09:00
2021-08-26,Riau,554,30,582,121550,3583,110536,7431,Sumatera,UTC+07:00
2021-08-26,Sulawesi Barat,65,3,104,11352,284,9780,1288,Sulawesi,UTC+08:00
2021-08-26,Sulawesi Selatan,448,12,699,103178,1940,93082,8156,Sulawesi,UTC+08:00
2021-08-26,Sulawesi Tengah,471,24,824,41088,1294,32339,7455,Sulawesi,UTC+08:00
2021-08-26,Sulawesi Tenggara,57,3,137,19488,479,16895,2114,Sulawesi,UTC+08:00
2021-08-26,Sulawesi Utara,203,14,278,31779,920,27243,3616,Sulawesi,UTC+08:00
2021-08-26,Sumatera Barat,483,11,767,85615,1942,77101,6572,Sumatera,UTC+07:00
2021-08-26,Sumatera Selatan,210,21,738,57452,2821,50728,3903,Sumatera,UTC+07:00
2021-08-26,Sumatera Utara,975,51,1486,92716,2254,67273,23189,Sumatera,UTC+07:00
2021-08-27,Aceh,388,16,112,31777,1385,23588,6804,Sumatera,UTC+07:00
2021-08-27,Bali,558,45,685,105377,3366,93804,8207,Nusa Tenggara,UTC+08:00
2021-08-27,Banten,266,6,424,128250,2598,121103,4549,Jawa,UTC+07:00
2021-08-27,Bengkulu,74,25,46,22318,430,19546,2342,Sumatera,UTC+07:00
2021-08-27,DKI Jakarta,635,9,353,848901,13259,827594,8048,Jawa,UTC+07:00
2021-08-27,Daerah Istimewa Yogyakarta,688,21,1114,148219,4729,128877,14613,Jawa,UTC+07:00
2021-08-27,Gorontalo,55,4,118,11075,405,9711,959,Sulawesi,UTC+08:00
2021-08-27,Jambi,129,7,300,27712,666,24071,2975,Sumatera,UTC+07:00
2021-08-27,Jawa Barat,1349,25,2560,687709,13346,647651,26712,Jawa,UTC+07:00
2021-08-27,Jawa Tengah,1068,47,1043,466907,28142,411447,27318,Jawa,UTC+07:00
2021-08-27,Jawa Timur,1409,158,2374,379522,27630,337285,14607,Jawa,UTC+07:00
2021-08-27,Kalimantan Barat,267,16,405,35270,950,33083,1237,Kalimantan,UTC+07:00
2021-08-27,Kalimantan Selatan,253,24,925,64934,2104,53941,8889,Kalimantan,UTC+08:00
2021-08-27,Kalimantan Tengah,182,9,201,42832,1275,37005,4552,Kalimantan,UTC+07:00
2021-08-27,Kalimantan Timur,523,30,1265,149014,4995,136002,8017,Kalimantan,UTC+08:00
2021-08-27,Kalimantan Utara,367,8,237,31356,661,25249,5446,Kalimantan,UTC+08:00
2021-08-27,Kepulauan Bangka Belitung,312,16,415,46086,1184,40461,4441,Sumatera,UTC+07:00
2021-08-27,Kepulauan Riau,114,8,36,51852,1602,48631,1619,Sumatera,UTC+07:00
2021-08-27,Lampung,226,8,254,45895,3417,37701,4777,Sumatera,UTC+07:00
2021-08-27,Maluku,9,1,230,14282,250,13482,550,Maluku,UTC+09:00
2021-08-27,Maluku Utara,58,1,25,11674,296,10647,731,Maluku,UTC+09:00
2021-08-27,Nusa Tenggara Barat,191,4,180,25490,703,23494,1293,Nusa Tenggara,UTC+08:00
2021-08-27,Nusa Tenggara Timur,324,10,378,58566,1139,52730,4697,Nusa Tenggara,UTC+08:00
2021-08-27,Papua,115,3,105,31920,508,19090,12322,Papua,UTC+09:00
2021-08-27,Papua Barat,41,1,163,22133,341,21414,378,Papua,UTC+09:00
2021-08-27,Riau,518,20,421,122068,3603,110957,7508,Sumatera,UTC+07:00
2021-08-27,Sulawesi Barat,25,2,127,11377,286,9907,1184,Sulawesi,UTC+08:00
2021-08-27,Sulawesi Selatan,382,11,398,103560,1951,93480,8129,Sulawesi,UTC+08:00
2021-08-27,Sulawesi Tengah,375,10,841,41463,1304,33180,6979,Sulawesi,UTC+08:00
2021-08-27,Sulawesi Tenggara,59,1,161,19547,480,17056,2011,Sulawesi,UTC+08:00
2021-08-27,Sulawesi Utara,129,5,335,31908,925,27578,3405,Sulawesi,UTC+08:00
2021-08-27,Sumatera Barat,316,6,566,85931,1948,77667,6316,Sumatera,UTC+07:00
2021-08-27,Sumatera Selatan,156,19,524,57608,2840,51252,3516,Sumatera,UTC+07:00
2021-08-27,Sumatera Utara,1056,22,1922,93772,2276,69195,22301,Sumatera,UTC+07:00
2021-08-28,Aceh,307,23,388,32084,1408,23976,6700,Sumatera,UTC+07:00
2021-08-28,Bali,474,34,824,105851,3400,94628,7823,Nusa Tenggara,UTC+08:00
2021-08-28,Banten,216,5,508,128466,2603,121611,4252,Jawa,UTC+07:00
2021-08-28,Bengkulu,51,1,202,22369,431,19748,2190,Sumatera,UTC+07:00
2021-08-28,DKI Jakarta,468,10,453,849369,13269,828047,8053,Jawa,UTC+07:00
2021-08-28,Daerah Istimewa Yogyakarta,525,31,1054,148744,4760,129931,14053,Jawa,UTC+07:00
2021-08-28,Gorontalo,50,3,39,11125,408,9750,967,Sulawesi,UTC+08:00
2021-08-28,Jambi,165,18,349,27877,684,24420,2773,Sumatera,UTC+07:00
2021-08-28,Jawa Barat,956,29,1653,688665,13375,649304,25986,Jawa,UTC+07:00
2021-08-28,Jawa Tengah,750,54,683,467657,28196,412130,27331,Jawa,UTC+07:00
2021-08-28,Jawa Timur,1079,168,1923,380601,27798,339208,13595,Jawa,UTC+07:00
2021-08-28,Kalimantan Barat,210,2,420,35480,952,33503,1025,Kalimantan,UTC+07:00
2021-08-28,Kalimantan Selatan,358,18,990,65292,2122,54931,8239,Kalimantan,UTC+08:00
2021-08-28,Kalimantan Tengah,137,15,377,42969,1290,37382,4297,Kalimantan,UTC+07:00
2021-08-28,Kalimantan Timur,462,18,629,149476,5013,136631,7832,Kalimantan,UTC+08:00
2021-08-28,Kalimantan Utara,305,4,423,31661,665,25672,5324,Kalimantan,UTC+08:00
2021-08-28,Kepulauan Bangka Belitung,285,12,401,46371,1196,40862,4313,Sumatera,UTC+07:00
2021-08-28,Kepulauan Riau,99,8,114,51951,1610,48745,1596,Sumatera,UTC+07:00
2021-08-28,Lampung,248,7,249,46143,3424,37950,4769,Sumatera,UTC+07:00
2021-08-28,Maluku,3,0,108,14285,250,13590,445,Maluku,UTC+09:00
2021-08-28,Maluku Utara,27,0,233,11701,296,10880,525,Maluku,UTC+09:00
2021-08-28,Nusa Tenggara Barat,81,3,192,25571,706,23686,1179,Nusa Tenggara,UTC+08:00
2021-08-28,Nusa Tenggara Timur,259,7,717,58825,1146,53447,4232,Nusa Tenggara,UTC+08:00
2021-08-28,Papua,109,1,359,32029,509,19449,12071,Papua,UTC+09:00
2021-08-28,Papua Barat,8,1,96,22141,342,21510,289,Papua,UTC+09:00
2021-08-28,Riau,371,33,1037,122439,3636,111994,6809,Sumatera,UTC+07:00
2021-08-28,Sulawesi Barat,60,0,104,11437,286,10011,1140,Sulawesi,UTC+08:00
2021-08-28,Sulawesi Selatan,374,25,1315,103934,1976,94795,7163,Sulawesi,UTC+08:00
2021-08-28,Sulawesi Tengah,320,15,818,41783,1319,33998,6466,Sulawesi,UTC+08:00
2021-08-28,Sulawesi Tenggara,26,1,97,19573,481,17153,1939,Sulawesi,UTC+08:00
2021-08-28,Sulawesi Utara,118,5,236,32026,930,27814,3282,Sulawesi,UTC+08:00
2021-08-28,Sumatera Barat,294,13,420,86225,1961,78087,6177,Sumatera,UTC+07:00
2021-08-28,Sumatera Selatan,115,7,327,57723,2847,51579,3297,Sumatera,UTC+07:00
2021-08-28,Sumatera Utara,741,29,766,94513,2305,69961,22247,Sumatera,UTC+07:00
2021-08-29,Aceh,335,19,194,32419,1427,24170,6822,Sumatera,UTC+07:00
2021-08-29,Bali,302,44,932,106153,3444,95560,7149,Nusa Tenggara,UTC+08:00
2021-08-29,Banten,177,3,105,128643,2606,121716,4321,Jawa,UTC+07:00
2021-08-29,Bengkulu,40,2,220,22409,433,19968,2008,Sumatera,UTC+07:00
2021-08-29,DKI Jakarta,474,6,703,849843,13275,828750,7818,Jawa,UTC+07:00
2021-08-29,Daerah Istimewa Yogyakarta,398,22,737,149142,4782,130668,13692,Jawa,UTC+07:00
